actor,count
MNCJPNMEDBUS,20
MNCJPNMEDGOV,41
MNCJPNMEDJUD,1
MNCJPNMEDLAB,2
MNCJPNMEDMIL,26
MNCJPNMIL,11
MNCJPNRAD,2
MNCJPNREB,1
MNCJPNUAF,2
MNCJUD,100
MNCKAZ,11
MNCKOR,41312
MNCKORBUS,1465
MNCKORCOP,1
MNCKORCRM,48
MNCKORCVL,16
MNCKOREDU,12
MNCKORELI,63
MNCKORGOV,462
MNCKORHLH,8
MNCKORJUD,53
MNCKORLAB,332
MNCKORLEG,41
MNCKORMED,481
MNCKORMEDBUS,11
MNCKORMEDGOV,8
MNCKORMEDLAB,12
MNCKORMEDLEG,1
MNCKORMIL,5
MNCKWTMED,5575
MNCKWTMEDBUS,61
MNCKWTMEDCOP,3
MNCKWTMEDCRM,3
MNCKWTMEDCVL,1
MNCKWTMEDELI,3
MNCKWTMEDGOV,88
MNCKWTMEDGOVBUS,8
MNCKWTMEDGOVREL,2
MNCKWTMEDHLH,2
MNCKWTMEDJUD,6
MNCKWTMEDLAB,3
MNCKWTMEDLEG,4
MNCKWTMEDMOS,2
MNCLAB,248
MNCLEG,94
MNCLUX,452
MNCLUXBUS,39
MNCLUXLAB,1
MNCLUXLEG,4
MNCLUXMED,59
MNCMED,2247
MNCMEDBUS,73
MNCMEDCVL,2
MNCMEDGOV,13
MNCMEDJUD,17
MNCMEDLEG,5
MNCMEDMIL,4
MNCMEDUAF,8
MNCMEX,1413
MNCMEXBUS,36
MNCMEXCVL,1
MNCMEXGOV,17
MNCMEXHLH,11
MNCMEXHLHMED,1
MNCMEXLAB,5
MNCMEXLEG,2
MNCMEXMED,861
MNCMEXMEDBUS,20
MNCMEXMEDGOV,9
MNCMEXMEDLAB,1
MNCMEXMEDMIL,9
MNCMIL,139
MNCMILBUS,8
MNCMILGOV,2
MNCMYS,3835
MNCMYSBUS,184
MNCMYSEDU,7
MNCMYSGOV,103
MNCMYSHLH,2
MNCMYSLAB,10
MNCMYSLEG,3
MNCMYSMED,2
MNCNLD,6702
MNCNLDBUS,385
MNCNLDEDU,12
MNCNLDELI,5
MNCNLDGOV,99
MNCNLDHLH,1
MNCNLDJUD,3
MNCNLDLAB,37
MNCNLDLEG,6
MNCNLDMED,11
MNCNMR,408
MNCNMRBUS,4
MNCNMRGOV,19
MNCNMRMED,2
MNCNOR,195
MNCNORBUS,24
MNCNORGOV,9
MNCNORMED,4
MNCNZLMED,21
MNCOPP,7
MNCPAN,111
MNCPANELI,1
MNCPANLAB,4
MNCPER,9
MNCPERBUS,1
MNCPHLMED,51
MNCPHLMEDBUS,4
MNCPHLMEDGOV,1
MNCPRI,28
MNCPRIBUS,11
MNCPRIGOV,2
MNCPRTMED,436
MNCPRTMEDBUS,3
MNCPRTMEDGOV,14
MNCPRTMEDLEG,2
MNCQATMED,326
MNCQATMEDBUS,4
MNCQATMEDGOV,3
MNCREF,2
MNCRUS,3335
MNCRUSBUS,148
MNCRUSCOP,12
MNCRUSCVL,4
MNCRUSELI,2
MNCRUSGOV,51
MNCRUSLAB,2
MNCRUSLEG,13
MNCRUSMED,864
MNCRUSMEDBUS,16
MNCRUSMEDCOP,2
MNCRUSMEDGOV,10
MNCRUSMIL,3
MNCSEA,3476
MNCSEABUS,112
MNCSEACOP,11
MNCSEAGOV,142
MNCSEALAB,3
MNCSEAMED,9
MNCSEAMIL,119
MNCSEAREB,4
MNCSGP,1178
MNCSGPAGR,78
MNCSGPAGRBUS,5
MNCSGPBUS,14
MNCSGPCOP,1
MNCSGPCVL,4
MNCSGPELI,1
MNCSGPGOV,21
MNCSGPMED,31
MNCSPY,4
MNCSWE,340
MNCSWEBUS,160
MNCSWEEDU,1
MNCSWEGOV,7
MNCSWELAB,4
MNCSWEMED,77
MNCSWEMEDBUS,6
MNCSWEMEDGOV,2
MNCTHA,19
MNCTHAGOV,8
MNCTRKMED,20
MNCTWN,1353
MNCTWNBUS,32
MNCTWNELI,4
MNCTWNGOV,23
MNCTWNLAB,7
MNCTWNMED,314
MNCTWNMEDBUS,8
MNCTWNMEDGOV,6
MNCTWNMEDLAB,22
MNCTWNMEDLEG,2
MNCTWNMIL,7
MNCUAF,588
MNCUAFBUS,17
MNCUAFGOV,7
MNCUAFJUD,5
MNCUAFLEG,2
MNCUAFMED,4
MNCUAFMIL,2
MNCUSA,308551
MNCUSAAGR,6658
MNCUSAAGRBUS,418
MNCUSAAGRCOP,1
MNCUSAAGRCRM,1
MNCUSAAGRCVL,5
MNCUSAAGREDU,4
MNCUSAAGRELI,10
MNCUSAAGRGOV,29
MNCUSAAGRJUD,68
MNCUSAAGRLAB,13
MNCUSAAGRLEG,6
MNCUSAAGRMED,97
MNCUSAAGRMIL,1
MNCUSABUS,16870
MNCUSACHR,3
MNCUSACOP,100
MNCUSACRM,47
MNCUSACVL,533
MNCUSADEV,4
MNCUSAEDU,758
MNCUSAEDUBUS,2
MNCUSAEDUGOV,4
MNCUSAEDUMED,10
MNCUSAELI,882
MNCUSAGOV,4621
MNCUSAGOVBUS,5
MNCUSAGOVCOP,2
MNCUSAGOVDEV,1
MNCUSAGOVJUD,1
MNCUSAGOVMED,1
MNCUSAGOVMIL,2
MNCUSAHLH,17869
MNCUSAHLHBUS,536
MNCUSAHLHCOP,1
MNCUSAHLHCRM,13
MNCUSAHLHCVL,50
MNCUSAHLHEDU,1
MNCUSAHLHELI,28
MNCUSAHLHGOV,205
MNCUSAHLHJUD,44
MNCUSAHLHLAB,56
MNCUSAHLHLEG,34
MNCUSAHLHMED,167
MNCUSAHLHMIL,2
MNCUSAHLHREL,8
MNCUSAJEW,3
MNCUSAJUD,466
MNCUSALAB,1937
MNCUSALEG,496
MNCUSAMED,148030
MNCUSAMEDAGR,1
MNCUSAMEDBUS,2204
MNCUSAMEDCHR,2
MNCUSAMEDCOP,81
MNCUSAMEDCRM,16
MNCUSAMEDCVL,391
MNCUSAMEDEDU,71
MNCUSAMEDELI,180
MNCUSAMEDGOV,1604
MNCUSAMEDGOVBUS,1
MNCUSAMEDGOVMIL,2
MNCUSAMEDHLH,6
MNCUSAMEDJEW,2
MNCUSAMEDJUD,330
MNCUSAMEDLAB,819
MNCUSAMEDLEG,225
MNCUSAMEDMIL,73
MNCUSAMEDOPP,12
MNCUSAMEDPTY,2
MNCUSAMEDRAD,2
MNCUSAMEDREB,2
MNCUSAMEDREL,4
MNCUSAMEDSPY,1
MNCUSAMEDUAF,4
MNCUSAMIL,634
MNCUSAMOS,2
MNCUSAOPP,12
MNCUSARAD,3
MNCUSAREB,1
MNCUSAREF,5
MNCUSAREL,10
MNCUSASPY,13
MNCUSAUAF,12
MNCUSMED,1
MNCVEN,200
MNCVENBUS,7
MNCVENGOV,4
MNCZAF,1226
MNCZAFBUS,28
MNCZAFELI,2
MNCZAFGOV,27
MNCZAFHLH,15
MNCZAFLAB,15
MNCZAFLEG,5
MNCZAFMED,3
MND,464
MNDBUS,3
MNDCVL,1
MNDGOV,3
MNDLAB,1
MNDMIL,1
MNG,47032
MNGAGR,27
MNGBUD,4
MNGBUS,476
MNGCHR,1
MNGCHRCTH,2
MNGCOP,169
MNGCRM,13
MNGCVL,256
MNGEDU,258
MNGELI,226
MNGELIGOV,166
MNGELILEG,1
MNGELIPTY,4
MNGGOV,9110
MNGGOVAGR,23
MNGGOVBUS,93
MNGGOVBUSGOVENV,2
MNGGOVDEV,32
MNGGOVEDU,22
MNGGOVELI,6
MNGGOVENV,11
MNGGOVHLH,44
MNGGOVHLHLEG,2
MNGGOVHRI,6
MNGGOVJUD,6
MNGGOVLAB,5
MNGGOVLEG,7
MNGGOVMED,37
MNGGOVMIL,443
MNGGOVPTY,28
MNGHLH,52
MNGHRI,6
MNGJEW,1
MNGJUD,129
MNGLAB,140
MNGLEG,599
MNGMED,448
MNGMIL,405
MNGMOS,2
MNGOPP,98
MNGPTY,157
MNGREB,1
MNGREF,8
MNGREL,29
MNGSEP,1
MNGSPY,6
MNGUAF,8
MNH,135
MNHCHR,1
MNHCOP,3
MNHCVL,6
MNHGOV,3
MNHLEG,8
MNI,341
MNIBUS,2
MNICVL,12
MNIEDU,74
MNIGOV,4
MNIHLH,3
MNIHRI,3
MNIJUD,1
MNILAB,1
MNILEG,1
MNIMED,5
MNIOPP,3
MNIREB,8
MNISEP,1
MNIUAF,39
MNJ,2
MNN,4748
MNNBUS,5
MNNCRM,9
MNNCVL,24
MNNEDU,10
MNNELI,4
MNNGOV,19
MNNJUD,2
MNNLAB,5
MNNLEG,7
MNNMED,2
MNNMIL,2
MNNOPP,3
MNNPTY,6
MNNREB,2
MNNUAF,2
MNO,360
MNOAGR,6
MNOCVL,37
MNOEDU,8
MNOMIL,1
MNOUAF,1
MNY,277
MNYCVL,3
MNYGOV,2
MNYLEG,1
MNYPTY,1
MOH,1994
MOHBUS,7
MOHCOP,30
MOHCVL,50
MOHEDU,43
MOHELI,6
MOHENV,6
MOHGOV,10
MOHJUD,2
MOHLAB,2
MOHLEG,2
MOHMED,4
MOHMIL,1
MOHOPP,21
MOHREF,1
MOHUAF,2
MOK,149
MOKCVL,3
MOKEDU,1
MOKELI,1
MOKGOV,1
MOKLEG,13
MOKMED,2
MOS,812715
MOSAGR,76
MOSALE,5316
MOSALEBUS,10
MOSALECOP,6
MOSALECRM,8
MOSALECVL,272
MOSALEEDU,24
MOSALEGOV,183
MOSALEGOVBUS,8
MOSALEHLH,2
MOSALEJUD,1
MOSALELAB,1
MOSALELEG,6
MOSALEMED,2
MOSALEMIL,21
MOSALEOPP,27
MOSALEREB,1
MOSALEREF,21
MOSALEREL,3
MOSALEUAF,65
MOSBUS,2855
MOSCHR,2715
MOSCHRCTH,8
MOSCOP,1001
MOSCRM,1078
MOSCVL,20620
MOSEDU,17714
MOSELI,438
MOSENV,1
MOSGOV,11406
MOSGOVAGR,2
MOSGOVBUS,27
MOSGOVCOP,3
MOSGOVDEV,5
MOSGOVEDU,10
MOSGOVENV,19
MOSGOVHLH,2
MOSGOVHRI,273
MOSGOVJUD,7
MOSGOVMED,6
MOSGOVMIL,39
MOSGOVPTY,19
MOSGOVREL,12
MOSHIN,2
MOSHLH,283
MOSHLHEDU,2
MOSHRI,103
MOSINS,2938
MOSINSCOP,1
MOSINSCRM,2
MOSINSLAB,3
MOSINSMED,5
MOSINSMIL,68
MOSINSMOSRAD,1
MOSINSMOSUAF,5
MOSINSOPP,11
MOSINSRAD,1
MOSINSREB,33
MOSINSREL,2
MOSINSSEP,4
MOSINSSPY,69
MOSINSUAF,355
MOSJEW,2
MOSJUD,1200
MOSJUDMOS,195
MOSJUDREL,27
MOSLAB,357
MOSLEG,2594
MOSMAY010,1273
MOSMAY010CHRCTH,1
MOSMAY010CVL,106
MOSMAY010EDU,16
MOSMAY010GOV,5
MOSMAY010HLH,5
MOSMAY010LEG,2
MOSMAY010MED,5
MOSMAY010MOSHLH,3
MOSMAY010OPP,2
MOSMAY012,262
MOSMAY030,118
MOSMAY030CRM,6
MOSMED,2853
MOSMIL,5407
MOSMILCOP,1
MOSMILJUD,5
MOSMILSPY,1
MOSMOS,598
MOSMOSREB,1
MOSMOSUAF,5
MOSOFF021,12
MOSOFFRAD,1
MOSOPP,9309
MOSOPPEDU,3
MOSOPPMED,4
MOSOPPUAF,57
MOSPTY,1439
MOSRAC110,22
MOSRAC120,3
MOSRAC130,1240
MOSRAC130CVL,1
MOSRAC130ELI,8
MOSRAC130GOV,70
MOSRAC130MED,12
MOSRAC130OPP,1
MOSRAC130SEP,5
MOSRAC141,6
MOSRAC142,1
MOSRAC150,2
MOSRAD,16700
MOSRADCRM,2
MOSRADCVL,4
MOSRADEDU,3
MOSRADGOV,10
MOSRADMED,1
MOSRADMOS,1
MOSRADOPP,2
MOSRADPTY,1
MOSRADREB,7
MOSRADREL,13
MOSRADUAF,6
MOSREB,13956
MOSREBCOP,1
MOSREBGOV,89
MOSREBLEG,3
MOSREBMED,3
MOSREBMIL,7
MOSREBOPP,1
MOSREBPTY,2
MOSREBREB,33
MOSREBREL,1
MOSREBUAF,6
MOSREF,1419
MOSREL,5475
MOSSAS,4
MOSSEACRM,4
MOSSEP,5474
MOSSET,1
MOSSFI,4571
MOSSFI010,42
MOSSFI020,451
MOSSFI020EDU,2
MOSSFI020MIL,4
MOSSFICOP,1
MOSSFICVL,26
MOSSFIEDU,38
MOSSFIGOV,10
MOSSFIJUD,10
MOSSFILEG,4
MOSSFIMED,7
MOSSFIMIL,6
MOSSFIPTY,3
MOSSFIREB,1
MOSSFIREL,962
MOSSFIUAF,85
MOSSHI,89180
MOSSHI100,78
MOSSHI200,3560
MOSSHI200BUS,4
MOSSHI200CVL,13
MOSSHI200EDU,2
MOSSHI200GOV,1
MOSSHI200JUD,41
MOSSHI200MED,1
MOSSHI200OPP,2
MOSSHI200REB,188
MOSSHI200REL,8
MOSSHI200SEACRM,1
MOSSHI200UAF,6
MOSSHI300,876
MOSSHI300CVL,109
MOSSHI300EDU,1
MOSSHI300GOV,4
MOSSHI300HLH,1
MOSSHI300HRI,2
MOSSHI300JUD,4
MOSSHI300LEG,2
MOSSHI300MED,2
MOSSHI300MIL,6
MOSSHI300OPP,18
MOSSHI300PTY,1
MOSSHI300REL,1
MOSSHI300UAF,7
MOSSHI320,47
MOSSHI320CVL,24
MOSSHI320OPP,2
MOSSHI340,8
MOSSHI340EDU,1
MOSSHIAGR,19
MOSSHIBUS,19
MOSSHICHR,7
MOSSHICOP,190
MOSSHICRM,93
MOSSHICVL,4762
MOSSHIEDU,357
MOSSHIELI,66
MOSSHIGOV,1539
MOSSHIGOVHLH,2
MOSSHIGOVMED,2
MOSSHIGOVMIL,10
MOSSHIGOVPTY,1
MOSSHIHLH,45
MOSSHIHRI,9
MOSSHIJUD,57
MOSSHIJUDREL,10
MOSSHILAB,60
MOSSHILEG,799
MOSSHIMED,129
MOSSHIMIL,60
MOSSHIMOSHLH,18
MOSSHIMOSRAD,35
MOSSHIMOSUAF,174
MOSSHIOPP,2236
MOSSHIOPPDEV,2
MOSSHIOPPEDU,2
MOSSHIOPPUAF,9
MOSSHIPTY,1261
MOSSHIRAD,902
MOSSHIREB,3046
MOSSHIREBMOS,202
MOSSHIREF,60
MOSSHIREL,10888
MOSSHISEP,2
MOSSHISET,2
MOSSHISFI,62
MOSSHISFICVL,14
MOSSHISFIREL,4
MOSSHISPY,3
MOSSHIUAF,8023
MOSSHIUAFMOS,56
MOSSPY,53
MOSSUN,62059
MOSSUN012,215
MOSSUN012CVL,1
MOSSUN012EDU,36
MOSSUN012RAD,2
MOSSUN012REL,17
MOSSUN012UAF,1
MOSSUN020,5
MOSSUN030,7
MOSSUNAGR,3
MOSSUNBUS,31
MOSSUNCHR,33
MOSSUNCHRCTH,2
MOSSUNCHRMAR,5
MOSSUNCOP,169
MOSSUNCRM,23
MOSSUNCVL,1670
MOSSUNEDU,371
MOSSUNELI,281
MOSSUNGOV,1059
MOSSUNGOVBUS,2
MOSSUNGOVEDU,3
MOSSUNGOVMIL,14
MOSSUNHLH,8
MOSSUNI010,32
MOSSUNI010RAD,1
MOSSUNI010REL,1
MOSSUNJUD,32
MOSSUNJUDMOS,9
MOSSUNJUDREL,9
MOSSUNLAB,18
MOSSUNLEG,842
MOSSUNMED,62
MOSSUNMIL,133
MOSSUNMOSHLH,11
MOSSUNMOSRAD,25
MOSSUNMOSUAF,260
MOSSUNOPP,256
MOSSUNOPPUAF,2
MOSSUNPTY,1119
MOSSUNRAD,1186
MOSSUNREB,3006
MOSSUNREBMOS,61
MOSSUNREF,13
MOSSUNREL,1608
MOSSUNSEP,1
MOSSUNSET,2
MOSSUNUAF,2403
MOSSUNUAFMOS,14
MOSSYN,1
MOSTAM,6
MOSUAF,40338
MOSUAFBUS,2
MOSUAFCOP,5
MOSUAFCRM,13
MOSUAFEDU,6
MOSUAFGOV,16
MOSUAFJUD,1
MOSUAFLEG,4
MOSUAFMED,149
MOSUAFMIL,15
MOSUAFMOS,2
MOSUAFOPP,11
MOSUAFRAD,1
MOSUAFREB,66
MOSUAFREL,15
MOSUAFSEP,1
MOSUAFUAF,33
MOSUIG,43
MOZ,107751
MOZAGR,69
MOZBUS,663
MOZCHR,24
MOZCHRCTH,10
MOZCHRPRO,14
MOZCOP,1440
MOZCRM,145
MOZCVL,1111
MOZEDU,280
MOZELI,1528
MOZELIBUS,1
MOZELICOP,1
MOZELIGOV,248
MOZELIGOVHLH,2
MOZELIGOVMED,18
MOZELILEG,2
MOZELIMIL,2
MOZELIPTY,3
MOZGOV,20665
MOZGOVAGR,180
MOZGOVBUS,451
MOZGOVBUSGOVMED,15
MOZGOVBUSJUD,3
MOZGOVCOP,1
MOZGOVDEV,96
MOZGOVEDU,135
MOZGOVELI,24
MOZGOVENV,104
MOZGOVGOVENV,2
MOZGOVGOVMIL,4
MOZGOVGOVPTY,2
MOZGOVHLH,221
MOZGOVHRI,21
MOZGOVJUD,1
MOZGOVLAB,118
MOZGOVMED,186
MOZGOVMIL,431
MOZGOVPTY,87
MOZHLH,74
MOZINS,2
MOZJEW,3
MOZJUD,375
MOZLAB,184
MOZLEG,694
MOZMED,1575
MOZMIL,1179
MOZMILJUD,2
MOZMOS,17
MOZOPP,531
MOZPTY,87
MOZREB,621
MOZREF,502
MOZREL,82
MOZSEP,12477
MOZSEPBUS,1
MOZSEPCOP,339
MOZSEPCRM,58
MOZSEPCVL,14
MOZSEPEDU,8
MOZSEPELI,72
MOZSEPGOV,433
MOZSEPGOVPTY,14
MOZSEPJUD,3
MOZSEPLAB,1
MOZSEPLEG,311
MOZSEPMED,120
MOZSEPMIL,72
MOZSEPMILSPY,1
MOZSEPOPP,231
MOZSEPPTY,49
MOZSEPREB,431
MOZSEPREL,1
MOZSEPSPY,1
MOZSEPUAF,90
MOZSET,1
MOZSPY,10
MOZUAF,50
MRO,4000
MROBUS,1
MROCHR,22
MROCOP,15
MROCRM,12
MROCVL,35
MROELI,31
MROGOV,10
MROHLH,1
MROJUD,1
MROLAB,1
MROLEG,8
MROMED,24
MROMIL,32
MROMOS,73
MROMOSREB,28
MROOPP,14
MRORAD,10
MROREB,1715
MROREBMOS,8
MROREF,4
MROSEP,137
MROUAF,99
MRT,33493
MRTAGR,2
MRTBUS,64
MRTCHR,4
MRTCOP,408
MRTCRM,26
MRTCVL,177
MRTEDU,93
MRTELI,94
MRTGOV,5168
MRTGOVAGR,30
MRTGOVBUS,11
MRTGOVDEV,12
MRTGOVEDU,2
MRTGOVENV,2
MRTGOVHLH,19
MRTGOVMED,27
MRTGOVMIL,120
MRTGOVPTY,13
MRTGOVREL,2
MRTHLH,14
MRTHRI,13
MRTINS,46
MRTJUD,119
MRTLAB,41
MRTLEG,168
MRTMED,368
MRTMIL,703
MRTMILGOV,4
MRTMILSPY,1
MRTMOS,25
MRTOPP,248
MRTOPPEDU,4
MRTOPPUAF,1
MRTPTY,75
MRTRAD,5
MRTREB,13
MRTREF,122
MRTREL,5
MRTSEP,5
MRTSPY,26
MRTUAF,42
MSK,653
MSKCVL,29
MSKLEG,4
MSKMED,4
MSKMIL,5
MSKOPP,12
MSKREB,28
MSKREF,24
MSKSEP,1
MSKUAF,7
MTN,1957
MTNCRM,1
MTNCVL,1
MTNLEG,4
MTNREF,3
MTNSET,1
MTZ,143
MTZCVL,4
MUN,1261
MUNAGR,3
MUNBUS,2
MUNCOP,4
MUNCVL,3
MUNGOV,41
MUNHLH,1
MUNJUD,2
MUO,214
MUOCOP,5
MUOCVL,15
MUOMIL,2
MUS,19548
MUSAGR,10
MUSBUS,257
MUSCHR,9
MUSCHRCTH,2
MUSCOP,138
MUSCRM,5
MUSCVL,83
MUSEDU,123
MUSELI,154
MUSELIGOV,81
MUSELIMIL,3
MUSELIOPP,2
MUSGOV,3563
MUSGOVAGR,37
MUSGOVAGRGOVBUS,1
MUSGOVBUS,154
MUSGOVBUSELI,2
MUSGOVBUSGOVLAB,4
MUSGOVCOP,1
MUSGOVDEV,3
MUSGOVEDU,5
MUSGOVELI,3
MUSGOVENV,12
MUSGOVGOVMIL,2
MUSGOVHLH,17
MUSGOVHRI,2
MUSGOVINS,5
MUSGOVLAB,16
MUSGOVMED,18
MUSGOVMIL,26
MUSGOVPTY,1
MUSGOVUAF,1
MUSHIN,1
MUSHLH,74
MUSJUD,225
MUSLAB,28
MUSLEG,65
MUSMED,171
MUSMIL,31
MUSMOS,3
MUSOPP,16
MUSPTY,6
MUSREB,52
MUSREL,14
MUSUAF,12
MWI,51199
MWIAGR,52
MWIBUS,253
MWICHR,35
MWICHRCTH,9
MWICOP,1119
MWICRM,31
MWICVL,394
MWIEDU,530
MWIELI,951
MWIELIGOV,89
MWIELIMED,2
MWIELIPTY,11
MWIENV,4
MWIGOV,9675
MWIGOVAGR,102
MWIGOVAGREDU,1
MWIGOVAGROPP,2
MWIGOVAGRPTY,8
MWIGOVBUS,352
MWIGOVBUSELI,1
MWIGOVBUSGOVMED,6
MWIGOVBUSLEG,5
MWIGOVBUSMED,2
MWIGOVCOP,19
MWIGOVDEV,156
MWIGOVDEVEDU,12
MWIGOVDEVGOVBUS,8
MWIGOVDEVGOVHRI,1
MWIGOVDEVGOVPTY,2
MWIGOVDEVPTY,2
MWIGOVEDU,606
MWIGOVEDUCVL,2
MWIGOVEDUGOVMED,2
MWIGOVEDUPTY,1
MWIGOVELI,36
MWIGOVENV,65
MWIGOVGOVAGR,2
MWIGOVGOVDEV,2
MWIGOVGOVMIL,3
MWIGOVGOVPTY,8
MWIGOVHLH,233
MWIGOVHLHEDU,6
MWIGOVHLHMED,3
MWIGOVHRI,89
MWIGOVJUD,127
MWIGOVJUDEDU,2
MWIGOVJUDGOVEDU,12
MWIGOVLAB,45
MWIGOVLEG,1
MWIGOVMED,81
MWIGOVMIL,568
MWIGOVMILEDU,1
MWIGOVMILGOVMED,2
MWIGOVPTY,30
MWIHLH,217
MWIHRI,56
MWIINS,4
MWIJUD,980
MWILAB,43
MWILEG,983
MWIMED,878
MWIMIL,272
MWIMOS,9
MWIOPP,302
MWIOPPEDU,1
MWIPTY,110
MWIREB,15
MWIREF,51
MWIREL,124
MWISPY,17
MWL,3
MWR,23
MWRCVL,1
MYA,1
MYE,2
MYN,6844
MYNAGR,5
MYNBUS,7
MYNCOP,9
MYNCRM,6
MYNCVL,52
MYNEDU,24
MYNELI,3
MYNGOV,88
MYNGOVHLH,3
MYNHLH,6
MYNHRI,4
MYNJUD,18
MYNLAB,1
MYNLEG,5
MYNMED,50
MYNMIL,1
MYNOPP,23
MYNREB,23
MYNREF,5
MYNREL,2
MYS,466404
MYSAGR,108
MYSBUD,7
MYSBUS,8613
MYSCHR,215
MYSCHRCTH,40
MYSCHRPRO,5
MYSCOP,9582
MYSCRM,594
MYSCVL,3466
MYSEDU,3456
MYSELI,2373
MYSELICOP,5
MYSELIGOV,242
MYSENV,28
MYSGOV,58236
MYSGOVAGR,296
MYSGOVAGRGOVBUS,3
MYSGOVBUS,2163
MYSGOVBUSGOVMED,84
MYSGOVBUSPTY,4
MYSGOVCOP,64
MYSGOVDEV,204
MYSGOVEDU,637
MYSGOVELI,5
MYSGOVENV,235
MYSGOVGOVEDU,3
MYSGOVHLH,930
MYSGOVHRI,331
MYSGOVJUD,26
MYSGOVLAB,7
MYSGOVLEG,1
MYSGOVMED,1087
MYSGOVMIL,1288
MYSGOVPTY,336
MYSGOVREL,8
MYSHIN,5
MYSHLH,1739
MYSHRI,103
MYSINS,4
MYSJUD,4684
MYSJUDMOS,12
MYSJUDREL,16
MYSLAB,749
MYSLEG,2539
MYSMED,3860
MYSMIL,3372
MYSMILCOP,1
MYSMILGOV,14
MYSMILJUD,1
MYSMILSPY,3
MYSMOS,1483
MYSMOSUAF,8
MYSOPP,2380
MYSOPPEDU,1
MYSOPPMED,17
MYSPTY,541
MYSRAD,63
MYSREB,163
MYSREBMOS,21
MYSREF,274
MYSREL,566
MYSSEP,14
MYSSET,58
MYSSPY,66
MYSTAM,6
MYSUAF,349
MYV,4
MYVPTY,2
NAG,5083
NAGAGR,3
NAGBUS,12
NAGCHR,32
NAGCOP,28
NAGCRM,14
NAGCVL,129
NAGEDU,174
NAGELI,10
NAGGOV,64
NAGGOVDEV,1
NAGHIN,14
NAGHLH,22
NAGJUD,7
NAGLAB,3
NAGLEG,42
NAGMED,8
NAGMIL,46
NAGOPP,23
NAGPTY,5
NAGRAD,4
NAGREB,386
NAGREL,7
NAGSEP,68
NAGSET,2
NAGUAF,128
NAH,47
NAHCVL,5
NAHEDU,2
NAI,7319
NAIAGR,12
NAIBUS,18
NAICHR,3
NAICOP,6
NAICRM,3
NAICVL,139
NAIEDU,182
NAIELI,3
NAIGOV,8
NAIGOVHLH,2
NAIHLH,1
NAIHRI,1
NAIJUD,5
NAILEG,15
NAIMED,32
NAIMIL,3
NAIOPP,37
NAIREL,9
NAISET,5
NAM,130576
NAMAGR,286
NAMBUS,1859
NAMCHR,69
NAMCHRCTH,2
NAMCOP,2352
NAMCRM,64
NAMCVL,1640
NAMEDU,1188
NAMELI,2103
NAMELIBUS,1
NAMELIEDU,1
NAMELIGOV,406
NAMELIGOVBUS,7
NAMELIGOVEDU,14
NAMELILEG,39
NAMELIMED,2
NAMELIPTY,19
NAMELIREB,15
NAMENV,8
NAMGOV,16898
NAMGOVAGR,408
NAMGOVAGRELI,3
NAMGOVBUS,608
NAMGOVBUSELI,1
NAMGOVBUSGOVENV,6
NAMGOVBUSGOVHLH,7
NAMGOVBUSGOVLAB,1
NAMGOVBUSGOVMED,22
NAMGOVBUSGOVMIL,4
NAMGOVCOP,32
NAMGOVCVL,1
NAMGOVDEV,5
NAMGOVEDU,236
NAMGOVEDUCOP,2
NAMGOVELI,11
NAMGOVENV,30
NAMGOVGOVAGR,12
NAMGOVGOVDEV,1
NAMGOVGOVEDU,4
NAMGOVGOVMED,7
NAMGOVHLH,688
NAMGOVHLHGOVLAB,16
NAMGOVHRI,2
NAMGOVJUD,80
NAMGOVLAB,44
NAMGOVMED,344
NAMGOVMEDGOVEDU,4
NAMGOVMEDGOVENV,3
NAMGOVMIL,382
NAMGOVPTY,51
NAMHLH,352
NAMHRI,10
NAMINS,1
NAMJUD,3696
NAMLAB,577
NAMLEG,559
NAMMED,1403
NAMMIL,1070
NAMMILCOP,2
NAMMILGOV,8
NAMMOS,4
NAMOPP,185
NAMPTY,167
NAMREB,276
NAMREF,336
NAMREL,69
NAMSEP,267
NAMSEPREB,10
NAMSPY,3
NAMUAF,35
NAP,331
NAPBUS,5
NAPCHR,1
NAPCOP,2
NAPCRM,89
NAPCVL,7
NAPJUD,4
NAPMED,7
NAPMIL,1
NAPMOS,4
NAPPTY,1
NAV,3947
NAVBUS,3
NAVCOP,25
NAVCRM,2
NAVCVL,64
NAVEDU,23
NAVELI,5
NAVENV,2
NAVGOV,97
NAVGOVHRI,5
NAVJUD,11
NAVLEG,22
NAVMED,8
NAVMIL,2
NAVOPP,4
NAX,54
NAXCVL,5
NAXGOV,1
NBA,2117
NBACHR,5
NBACOP,1
NBACVL,45
NBAGOV,2
NBAHRI,1
NBAMIL,1
NBAOPP,5
NBAREB,30
NBAREF,5
NBASEP,1
NBAUAF,38
NDO,221
NDOGOV,4
NDOMED,1
NDOPTY,2
NEP,9821
NEPAGR,9
NEPBUS,144
NEPCHR,9
NEPCOP,407
NEPCRM,16
NEPCVL,616
NEPEDU,144
NEPELI,65
NEPENV,2
NEPGOV,3441
NEPGOVAGR,5
NEPGOVBUS,18
NEPGOVEDU,26
NEPGOVHLH,11
NEPGOVLAB,14
NEPGOVMED,44
NEPGOVMIL,148
NEPGOVPTY,4
NEPHLH,30
NEPHRI,1
NEPJUD,28
NEPLAB,462
NEPLEG,8145
NEPMED,497
NEPMIL,405
NEPOPP,25
